"United Nations, Department of Economic and Social Affairs
Egypt,818,IPUMS,07-01-06,4.19,6.6,29.93,41.18,22.28,13.84,0.32,88.46,17.94,11.22,61.59,68.31,73.6,21.09,13.76,5.09,3.27,6.63,4.05,8.02,4.75,1.34,2.17,1.82,2.48,2.21,6.6,9.75,64.28,9.55,7.97,1.59,9.29,0.52,0.0,83.58,32.16,4.61,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,818,DHS,23/04/2008,4.61,5.48,26.1,40.62,27.8,13.45,0.19,87.59,19.48,12.21,65.43,71.66,76.01,24.5,16.23,9.1,6.22,10.53,6.97,11.68,7.59,1.52,2.33,2.01,2.65,2.41,5.48,8.67,61.34,7.79,7.09,0.7,16.52,0.2,0.0,77.8,37.36,11.33,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,818,MICS,07-01-13,4.61,4.27,27.54,37.72,30.47,12.31,0.16,89.33,17.5,10.51,71.86,77.44,80.98,20.08,12.57,6.91,3.94,8.53,4.69,9.57,5.18,1.79,2.49,2.24,2.77,2.21,4.27,9.52,69.55,7.44,6.88,0.56,9.21,0.0,0.0,86.52,27.42,6.26,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,818,DHS,20/05/2014,4.13,6.48,30.4,43.12,20,12.93,0.06,87.59,21.55,12.35,63.44,69,72.74,25.39,15.36,7.06,4.16,8.43,4.79,9.41,5.21,1.41,2.23,1.79,2.46,2.17,6.48,10.53,65.04,7.09,6.21,0.88,10.73,0.13,0.0,82.66,30.63,7.54,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,231,IPUMS,07-01-94,4.78,6.11,27.29,31.18,35.42,22.34,1.22,87.47,18.4,11.31,79.9,84.45,87.34,21.72,13.87,15.18,9.35,16.65,10.32,17.3,10.74,2.19,2.73,2.72,3.11,1.91,6.11,5.97,48.04,13.03,11.6,1.43,..,..,0.0,67.04,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,231,DHS,04-01-00,4.82,5.13,25.95,33.39,35.54,23.54,1.67,86.18,18.24,12.12,82.05,86.66,89.16,22.9,15.76,16.72,11.16,18.41,12.46,19.11,12.97,2.19,2.66,2.73,3.06,1.92,5.13,4.23,43.86,10.89,9.79,1.1,28.56,7.32,0.02,58.98,24.27,11.98,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,231,DHS,28/06/2005,5.03,5,22.88,32.49,39.63,22.76,1.35,85.07,21.16,13.4,83.31,86.94,89.49,25.55,16.63,19.14,12.07,20.53,12.95,21.28,13.38,2.39,2.86,2.9,3.23,1.95,5,3.68,48.75,9.89,8.72,1.17,27.69,4.98,0.01,62.32,25.58,11.76,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,231,DYB,07-01-07,4.69,8.3,26.22,29.84,35.65,23.52,2.38,86.61,16.78,11.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,231,IPUMS,07-01-07,4.45,8.34,27.8,31.24,32.62,24.19,2.41,86.06,17.25,11.53,75.6,80.88,85.01,19.55,13.4,12.41,8.15,13.95,9.19,14.73,9.72,1.98,2.63,2.49,2.93,1.8,8.34,5.39,48.23,12.2,10.96,1.24,21.12,4.74,0.0,65.81,18.22,6.3,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,231,DHS,16/03/2011,4.64,7.58,26.89,31.87,33.66,26.07,1.71,84.1,20.63,14.18,78.63,82.4,85.82,24.56,17.28,17.4,11.6,18.71,12.58,19.54,13.21,2.14,2.72,2.61,3.04,1.83,7.58,4.67,45.94,10.24,9.35,0.9,26.88,4.66,0.03,60.85,21.91,10.81,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,231,DHS,04-07-16,4.61,7.52,27.01,32,33.47,25.36,1.18,84.09,23.39,14.68,78.33,82.05,84.91,27.47,18.31,18.96,12.08,20.67,13.24,21.59,13.79,2.16,2.75,2.57,3.03,1.83,7.52,4.77,47.07,11.65,10.25,1.4,25.37,3.63,v,63.48,22.52,11.67,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,231,DHS,04-07-19,4.73,6.36,27.23,31.32,35.1,22.03,1.77,83.75,20.36,13.69,75.83,80.56,84.79,24.66,17.08,16.6,11.01,18.52,12.25,19.45,12.91,2.05,2.68,2.6,3.05,1.93,6.36,5.21,48.64,9.05,8,1.05,26.47,4.28,0,62.9,25.06,11.45,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,IPUMS,07-01-69,5.34,12.55,23.08,22.98,41.39,28.61,3.64,85.37,17.05,10.99,71.33,75.32,78.74,23.35,15.95,16.59,11.29,17.45,11.84,17.99,12.18,2.48,3.48,3.03,3.85,2.13,12.55,3.96,19.86,12.45,10.23,2.21,30.37,20.82,0.0,36.27,18.22,10.11,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,IPUMS,07-01-89,4.9,14.05,23.62,24.23,38.1,35.04,2.6,86.22,16.06,11.04,71.14,74.31,76.88,19.61,14.08,12.84,8.98,13.71,9.59,14.13,9.87,2.36,3.3,2.9,3.76,1.84,14.05,4.03,25.5,16.11,13.99,2.12,31.08,9.02,0.2,45.65,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,DHS,05-11-93,4.8,14.48,23.14,25.25,37.13,32.69,0.76,85.28,20.57,13.23,71.16,74.05,76.29,22.9,15.06,13.76,8.74,14.79,9.37,15.59,9.9,2.35,3.26,2.83,3.67,1.79,14.48,4.17,29.38,14.62,12.96,1.66,31.27,6.01,0.07,48.17,22.52,15.39,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,DHS,05-01-98,4.29,15.78,26.2,28.31,29.71,31.75,1.08,86.19,18.81,12.52,68.8,72.11,74.57,20.08,13.66,10.48,6.65,11.43,7.28,11.91,7.53,1.96,2.84,2.41,3.22,1.72,15.78,5.25,31.04,15.37,13.22,2.15,26.45,6.01,0.09,51.67,19.13,11.91,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,IPUMS,07-01-99,4.43,14.46,27.18,27.37,31,36.84,2.51,87.33,14.67,10.14,69.59,73.55,76.46,17.84,12.86,11.13,7.78,12.12,8.49,12.58,8.81,1.93,2.77,2.45,3.21,1.83,14.46,4.6,24.99,14.23,12.43,1.8,33.45,8.26,0.0,43.83,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,MICS,07-01-00,5.07,3.29,22.47,37.19,37.05,27.44,0.53,90.02,12.62,8.04,85.76,88.29,89.35,13.53,8.92,10.61,6.99,11.31,7.45,11.67,7.64,2.43,2.7,2.95,3.15,1.97,3.29,1.39,42.77,14.25,12.8,1.46,29.24,4.77,4.29,58.41,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,DHS,20/06/2003,4.36,13.99,26.41,29.71,29.89,31.75,1.08,87.24,16.56,11.47,70.65,74.05,76.82,18.48,13.13,10.66,7.11,11.49,7.62,12.18,8.13,1.94,2.73,2.41,3.13,1.8,13.99,4.96,32.66,14.72,12.92,1.8,27.14,6.45,0.08,52.34,20.49,12.59,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,DHS,01-04-09,4.21,14.88,28.2,30.31,26.61,33.9,0.86,86.06,18.54,12.95,69.4,72.8,75.56,20.27,14.51,11.7,8.04,13.02,8.97,13.71,9.44,1.87,2.69,2.29,3.03,1.74,14.88,5.07,31.15,15.4,13.75,1.66,28.56,4.84,0.1,51.62,20.57,12.72,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,IPUMS,07-01-09,4.29,16.61,26.48,28.17,28.74,31.51,1.36,86.38,14.98,10.21,68.19,72.21,75.01,17.47,12.51,10.25,7.08,11.3,7.82,11.81,8.19,1.85,2.71,2.31,3.08,1.83,16.61,4.32,29.6,14.36,12.41,1.95,28.26,6.85,0.0,48.28,19.78,11.08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,DHS,30/07/2014,3.92,19.29,28.01,29.73,22.97,32.19,0.94,87.62,16.83,11.42,65.5,68.95,71.21,18.54,13,10.6,7.11,11.62,7.82,12.12,8.16,1.68,2.56,2.08,2.92,1.69,19.29,4.85,31.98,14.19,12.51,1.68,24.93,4.76,0.0,51.02,18,11.18,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,DHS,26/07/2015,3.64,21.6,31.06,27.84,19.49,36.07,1.03,86.26,16.79,11.63,62.16,64.98,67.25,18.09,12.84,9.83,6.68,10.77,7.45,11.3,7.86,1.54,2.44,1.86,2.72,1.62,21.6,5.44,29.62,14.91,13.08,1.83,23.89,4.5,0.04,49.97,15.4,9.96,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,DYB,07-01-19,..,20.36,28.59,27.98,23.07,38.12,1.41,87.34,16.28,11.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.36,5.03,28.48,14.25,..,..,..,..,31.88,47.76,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,404,DHS,12-01-20,3.75,19.43,29.38,31.46,19.73,31.01,0.69,85.03,20.07,13.88,59.91,64.98,67.15,21.67,15.1,10.21,6.84,12.06,8.24,12.64,8.73,1.45,2.4,1.83,2.7,1.74,19.43,6.22,32.55,12.43,10.17,2.26,25.29,4.08,0.0,51.2,20.92,11.13,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,450,DHS,08-08-92,5.18,6.57,24.4,29.17,39.86,21.67,0.99,86.49,17.8,10.84,78.08,81.28,83.33,21.4,13.7,14.62,9.1,15.51,9.64,16.03,9.99,2.39,2.99,2.93,3.44,2.06,6.57,5.58,41.63,9.05,7.13,1.93,31.48,5.66,0.02,56.27,25.62,17.03,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,450,DHS,19/10/1997,4.91,6.68,26.06,30.69,36.57,21.56,1.8,87.12,17.93,10.91,78.97,82.76,85.38,21.06,13.12,14.2,8.69,15.21,9.26,15.82,9.58,2.26,2.85,2.77,3.24,1.98,6.68,6.21,44.75,8.83,7.31,1.52,29.35,4.15,0.03,59.79,24.3,16.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,450,MICS,07-01-00,5.1,3.67,24.57,34.6,37.16,..,..,..,..,..,85.29,87.52,89.16,15.49,9.65,11.33,6.87,11.81,7.13,12.17,7.4,2.49,2.88,2.96,3.27,2.03,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,450,DHS,25/01/2004,4.66,7.22,27.78,33.52,31.48,21.68,1.66,88.2,15.86,10.03,79.49,82.61,84.6,18.53,12.25,12.22,7.91,12.87,8.39,13.16,8.58,2.19,2.75,2.61,3.08,1.91,7.22,5.93,46.52,9.99,8.21,1.79,27.46,2.8,0.08,62.44,21.48,15.18,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,450,DHS,17/03/2009,4.73,7.12,26.85,32.65,33.38,22.25,2.26,88.23,14.99,9.46,79.47,83.49,85.69,17.99,11.7,11.44,7.1,12.41,7.8,12.8,7.99,2.2,2.77,2.69,3.13,1.9,7.12,5.73,45.48,8.58,7.03,1.55,28.5,4.41,0.18,59.79,20.18,15.32,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,450,DHS,30/04/2011,4.95,5.34,25.3,33.14,36.22,23.4,2.01,88.51,14.64,9.26,83.48,86.66,88.35,17.97,11.84,12.9,8.17,13.53,8.5,13.94,8.77,2.4,2.87,2.88,3.25,1.93,5.34,4.87,46.46,9.68,7.74,1.94,29.68,3.97,0.0,61.01,22.28,17.39,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,450,MICS,07-01-18,4.5,7.11,29.97,34.64,28.28,22.21,2.26,88.62,15.16,9.11,77.66,81.81,85.1,17.74,11.07,10.42,6.27,11.5,6.92,12.18,7.3,1.94,2.5,2.47,2.91,1.89,7.11,6.28,47.65,9.53,8.19,1.33,25.91,3.52,0.0,63.46,21.39,14.51,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,504,IPUMS,07-01-82,5.9,7.22,19.02,22.94,50.82,15.17,0.79,86.7,20.62,12.51,75.47,79.39,81.89,30.92,20.41,20.47,13.24,21.99,14.15,22.91,14.72,2.51,3.33,3.16,3.85,2.51,7.22,5.33,40.77,6.79,5.95,0.84,33.19,6.46,0.24,52.89,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,504,DHS,15/03/1992,6.02,5.22,17.26,24.38,53.15,16.3,0.29,83.48,26.19,16.08,74.59,79.03,81.6,36.26,23.81,23.2,14.93,25.08,16.11,26.42,16.92,2.36,3.16,3.02,3.7,2.72,5.22,4.5,42.12,7.11,6.36,0.75,36.02,4.95,0.09,53.73,46.36,22.28,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,504,IPUMS,07-01-94,5.83,5.95,18.98,25,50.08,15.66,0.7,84.87,22.79,14.34,73.43,77.9,80.76,32.31,22.02,20.13,13.52,22.09,14.71,23.3,15.46,2.18,2.96,2.82,3.49,2.75,5.95,4.79,44.71,7.14,6.45,0.69,27.07,10.27,0.07,56.65,43.89,18.51,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,504,DHS,24/12/2003,5.36,4.54,19.39,33.75,42.32,17.03,0.22,83.18,24.08,16.47,70.47,75.96,79.09,33.15,24.07,18.57,13.42,20.51,14.63,21.94,15.54,1.7,2.41,2.28,2.87,2.78,4.54,4.1,48.39,8.36,7.69,0.67,30.91,3.55,0.14,60.85,48.74,19.37,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,504,IPUMS,07-01-04,5.24,5.88,21.48,31.96,40.68,16.36,0.29,83.2,23.91,16.27,68.42,73.58,76.76,32.14,23.58,17.55,12.79,19.57,14.08,20.9,14.94,1.63,2.38,2.19,2.83,2.76,5.88,4.34,46.41,10.08,7.49,2.58,27.55,5.74,0.0,60.83,47.41,17.33,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,504,IPUMS,07-01-14,4.58,7.2,26.18,37.94,28.68,16.25,0.2,83.19,25.77,16.37,61.57,67.09,70.78,32.98,22.64,14.52,9.96,16.47,11.03,17.95,11.82,1.29,2.09,1.7,2.39,2.61,7.2,6.23,50.99,7.28,6.81,0.48,25.23,2.4,0.67,64.5,43.5,15.22,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,566,DHS,15/08/1990,5.39,11,23.27,24.65,41.08,14.23,0.84,81.77,25.2,16.75,74.34,78,79.79,29.21,19.89,20.35,13.32,21.3,13.96,21.84,14.43,2.54,3.39,3.01,3.73,2.15,11,5.86,34.6,6.86,4.92,1.94,38.59,3.07,0.02,47.32,23.83,11.71,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,566,DHS,30/04/1999,5,11.3,24.42,27.71,36.56,16.91,0.98,85.28,20.07,13.3,73.05,77.33,80,23.34,16.03,15.89,10.44,17.23,11.37,17.88,11.83,2.23,3.03,2.74,3.4,2.07,11.3,5.86,39.03,8.56,6.34,2.22,32.14,2.59,0.52,53.45,22.73,8.71,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
